OrderID,Customer_Age,Membership_Years,Items_In_Cart,Discount_Pct,Delivery_Distance_KM,Product_Category,Payment_Method,Is_Premium_Member,Season,Day_Of_Week,Transaction_Amount
ORD303626,39.0,3.4,10,20.299269776876265,2.0,Electronics,upi,yes,Monsoon,Mon,500.16
ORD302402,26.0,9.9,11,26.6,39.7,Sports,upi,no,Spring,Wed,139.93
ORD302059,53.0,3.8,11,3.2,6.8,Home & Kitchen,upi,no,Monsoon,Mon,186.67
ORD302850,46.0,3.1,12,40.0,7.2,Books,upi,no,Spring,Fri,53.67
ORD301911,25.0,11.9,13,39.8,7.7,Home & Kitchen,debit card,no,Spring,Sun,135.03
ORD302787,56.0,6.7,13,24.6,7.6,Home & Kitchen,debit card,no,Summer,Mon,189.89
ORD304139,64.0,1.6,12,18.0,29.0,Electronics,credit card,no,Winter,Sat,444.5
ORD301073,65.0,8.8,4,37.9,3.9,Sports,upi,no,Summer,Fri,95.18
ORD301753,19.0,2.4,10,26.2,34.9,Toys,debit card,yes,Monsoon,Mon,52.97
ORD301159,29.0,5.0,14,38.8,12.3,Sports,debit card,no,Summer,Fri,98.69
ORD300058,31.0,7.8,8,29.0,58.0,Beauty,credit card,no,Spring,Sat,104.19
ORD301326,33.0,6.1,2,30.0,27.0,Home & Kitchen,wallet,no,Winter,Sat,36.9
ORD304302,25.0,4.8,4,8.2,22.2,Beauty,credit card,no,Monsoon,Sun,37.61
ORD302294,39.0,11.3,10,34.3,7.2,Clothing,credit card,yes,Spring,Mon,94.16
ORD303617,56.0,4.3,4,14.8,7.9,Clothing,upi,no,Spring,Sat,81.66
ORD301238,26.0,7.4,13,25.2,21.5,Toys,upi,no,Spring,Sat,72.19
ORD302398,62.0,1.7,1,28.4,7.6,Sports,debit card,yes,Spring,Sun,74.55
ORD300415,55.0,7.1,10,10.8,4.3,Electronics,credit card,no,Winter,Sat,459.52
ORD302529,28.0,2.2,6,5.9,14.5,Beauty,debit card,yes,Spring,Tue,59.58
ORD304435,25.0,8.1,10,23.7,9.6,Home & Kitchen,credit card,yes,Summer,Sat,149.91
ORD303446,31.0,12.0,4,15.1,2.3,Beauty,debit card,no,Spring,Thu,95.57
ORD301513,54.0,8.9,4,36.6,0.9,Home & Kitchen,debit card,no,Spring,Sun,60.0
ORD302196,31.0,10.7,8,29.7,10.055118434603502,Electronics,upi,no,Summer,Tue,327.03
ORD304900,39.0,8.4,13,30.6,5.3,Beauty,debit card,no,Winter,Fri,49.08
ORD302761,43.26208443809912,0.1,14,38.0,2.6,Sports,debit card,no,Winter,Sat,101.67
ORD301068,41.0,5.3,3,22.7,0.0,Clothing,upi,yes,Spring,Mon,90.49
ORD302195,24.0,8.2,5,27.6,4.1,Home & Kitchen,credit card,yes,Winter,Mon,109.13
ORD303914,50.0,3.2,6,14.7,0.7,Books,debit card,no,Monsoon,Thu,42.25
ORD300076,60.0,4.3,5,6.7,43.5,Toys,wallet,no,Spring,Tue,15.35
ORD300516,27.0,7.7,8,23.6,10.6,Beauty,upi,yes,Spring,Sun,108.11
ORD304317,34.0,5.933483606557377,10,29.2,2.6,Sports,upi,yes,Winter,Fri,131.76
ORD301799,35.0,1.2,4,27.3,6.0,Electronics,credit card,no,Monsoon,Fri,225.58
ORD303643,57.0,2.9,2,3.6,0.9,Clothing,wallet,no,Spring,Mon,68.63
ORD304177,29.0,1.5,10,28.4,5.8,Electronics,debit card,no,Winter,Tue,357.1
ORD302500,58.0,0.6,7,33.8,3.3,Clothing,upi,no,Summer,Sat,19.26
ORD304889,33.0,10.6,7,21.3,8.2,Beauty,wallet,yes,Summer,Sun,99.96
ORD304908,55.0,5.1,8,17.5,7.9,Electronics,wallet,yes,Summer,Sat,373.08
ORD300192,19.0,8.0,3,17.6,10.055118434603502,Home & Kitchen,credit card,no,Spring,Wed,102.64
ORD302958,69.0,10.6,5,13.4,2.4,Books,upi,no,Winter,Thu,52.52
ORD301038,32.0,6.1,2,35.4,4.7,Toys,wallet,no,Winter,Sun,10.62
ORD302178,66.0,5.933483606557377,7,8.7,10.055118434603502,Sports,wallet,no,Monsoon,Sat,97.8
ORD301959,37.0,5.5,8,14.6,10.055118434603502,Clothing,credit card,no,Spring,Fri,85.12
ORD304588,51.0,3.8,1,12.9,12.8,Books,upi,no,Winter,Wed,5.0
ORD304163,39.0,10.5,5,1.0,5.3,Books,upi,yes,Spring,Sun,65.93
ORD302505,50.0,3.0,1,36.5,10.055118434603502,Clothing,debit card,no,Monsoon,Mon,42.1
ORD301303,22.0,5.933483606557377,4,7.3,9.2,Clothing,credit card,no,Spring,Thu,71.43
ORD300626,29.0,5.8,11,16.0,4.0,Home & Kitchen,wallet,no,Monsoon,Fri,176.41
ORD304572,43.26208443809912,3.5,9,26.2,5.8,Books,upi,no,Monsoon,Sun,62.94
ORD304129,42.0,6.4,2,4.2,41.1,Sports,wallet,no,Spring,Sun,80.01
ORD301099,41.0,10.6,3,28.4,1.5,Sports,upi,no,Winter,Tue,101.1
ORD304936,33.0,9.6,14,1.0,1.6,Clothing,wallet,yes,Monsoon,Sun,135.52
ORD301908,59.0,8.9,1,36.3,0.6,Clothing,credit card,no,Spring,Wed,84.86
ORD304365,43.0,7.3,8,9.5,6.0,Sports,wallet,no,Summer,Tue,115.38
ORD302717,63.0,3.1,14,13.7,13.4,Clothing,wallet,no,Summer,Fri,79.95
ORD303582,38.0,3.7,6,36.8,11.1,Clothing,credit card,no,Winter,Fri,58.28
ORD301910,31.0,5.6,5,27.6,3.9,Clothing,wallet,no,Spring,Sat,67.9
ORD302198,54.0,1.9,10,23.8,21.3,Home & Kitchen,upi,no,Summer,Tue,168.64
ORD304487,51.0,11.9,11,28.8,35.3,Home & Kitchen,debit card,yes,Monsoon,Thu,181.06
ORD302948,57.0,8.2,11,29.0,4.2,Clothing,debit card,no,Winter,Thu,74.32
ORD304956,41.0,2.1,9,15.6,13.1,Electronics,credit card,no,Winter,Tue,384.6
ORD300309,64.0,9.7,6,15.1,9.3,Electronics,debit card,yes,Summer,Mon,354.73
ORD301412,41.0,7.7,3,25.6,9.3,Electronics,debit card,yes,Summer,Wed,283.62
ORD300775,24.0,7.6,12,31.7,4.8,Home & Kitchen,upi,no,Spring,Sat,138.37
ORD300484,69.0,1.3,11,21.1,4.2,Beauty,debit card,no,Monsoon,Mon,100.83
ORD304655,40.0,11.5,10,27.5,5.4,Sports,upi,no,Monsoon,Sat,113.85
ORD300367,58.0,2.0,10,16.2,6.4,Home & Kitchen,credit card,no,Summer,Thu,91.73
ORD300570,49.0,4.7,7,15.2,10.1,Books,credit card,yes,Summer,Mon,448.92
ORD303091,23.0,2.1,8,36.7,10.5,Electronics,credit card,no,Winter,Mon,276.83
ORD300649,56.0,9.9,5,1.0,10.5,Books,wallet,yes,Summer,Thu,54.38
ORD302917,40.0,9.5,1,16.4,12.6,Clothing,credit card,yes,Winter,Wed,63.9
ORD300441,33.0,2.9,12,35.6,4.6,Home & Kitchen,credit card,no,Monsoon,Sun,154.01
ORD301593,59.0,10.4,13,34.0,7.8,Home & Kitchen,wallet,no,Monsoon,Sat,165.0
ORD302263,21.0,10.5,7,37.3,2.2,Clothing,credit card,no,Winter,Tue,38.79
ORD300896,55.0,5.3,1,29.7,31.2,Books,credit card,no,Monsoon,Thu,16.44
ORD303897,56.0,5.8,12,17.6,5.1,Electronics,upi,yes,Monsoon,Wed,442.93
ORD301541,34.0,5.3,14,25.1,8.3,Books,debit card,yes,Winter,Sun,80.62
ORD301404,19.0,10.9,13,23.7,18.7,Clothing,wallet,no,Winter,Fri,82.89
ORD303522,49.0,11.9,6,12.9,0.9,Electronics,upi,no,Spring,Mon,379.5
ORD302943,63.0,4.3,10,10.6,12.5,Electronics,upi,yes,Summer,Wed,453.59
ORD304265,43.26208443809912,5.6,13,39.9,0.5,Sports,credit card,yes,Winter,Mon,116.85
ORD303812,43.0,3.0,2,19.1,0.0,Beauty,debit card,yes,Summer,Mon,71.29
ORD304983,29.0,11.8,4,11.2,42.6,Clothing,wallet,no,Summer,Fri,84.02
ORD302960,42.0,2.4,6,5.6,14.9,Clothing,credit card,no,Monsoon,Fri,75.76
ORD302031,23.0,5.4,4,17.8,4.8,Electronics,debit card,yes,Spring,Sun,288.24
ORD300945,64.0,3.4,11,22.8,59.4,Clothing,upi,yes,Spring,Tue,74.42
ORD301689,63.0,5.5,13,21.9,11.7,Sports,debit card,no,Monsoon,Tue,151.5
ORD304684,36.0,9.8,11,11.0,2.7,Clothing,debit card,yes,Summer,Sun,76.96
ORD300072,66.0,6.5,4,33.2,3.7,Clothing,credit card,no,Winter,Thu,112.39
ORD304218,46.0,4.9,13,25.5,0.0,Clothing,upi,no,Winter,Sun,108.73
ORD304046,35.0,3.8,9,27.9,4.3,Beauty,upi,no,Monsoon,Tue,68.67
ORD300994,48.0,2.0,10,34.8,0.8,Electronics,debit card,yes,Spring,Sun,355.29
ORD300762,24.0,5.7,6,5.6,6.8,Sports,debit card,no,Winter,Sun,118.43
ORD302137,38.0,8.5,7,32.0,7.0,Toys,wallet,no,Spring,Sat,46.92
ORD300173,23.0,11.1,8,37.5,12.0,Home & Kitchen,wallet,no,Summer,Fri,166.5
ORD302065,52.0,5.6,8,2.1,5.6,Electronics,upi,yes,Winter,Mon,437.5
ORD301734,59.0,2.7,10,19.1,6.6,Home & Kitchen,credit card,no,Monsoon,Fri,135.02
ORD304539,27.0,7.2,8,30.2,0.3,Electronics,wallet,yes,Spring,Thu,342.37
ORD304003,53.0,6.4,8,28.0,1.5,Electronics,debit card,yes,Monsoon,Thu,339.58
ORD302511,39.0,11.4,4,28.3,8.0,Sports,credit card,yes,Winter,Sat,97.46
ORD303242,31.0,8.2,1,7.3,4.3,Electronics,wallet,yes,Summer,Mon,262.67
ORD302351,52.0,6.2,12,36.2,14.8,Home & Kitchen,debit card,yes,Summer,Sat,143.1
ORD301775,52.0,4.0,7,14.3,13.0,Beauty,credit card,no,Spring,Wed,69.49
ORD304186,36.0,6.7,3,22.3,11.9,Electronics,upi,no,Winter,Thu,275.23
ORD300838,39.0,9.0,12,2.3,10.7,Books,credit card,no,Spring,Sun,69.9
ORD300864,55.0,0.4,13,34.2,17.9,Electronics,upi,yes,Monsoon,Fri,391.07
ORD303413,26.0,4.3,6,6.8,5.6,Electronics,credit card,no,Summer,Sat,341.2
ORD303688,61.0,10.3,9,8.0,9.0,Home & Kitchen,credit card,no,Summer,Fri,164.54
ORD301903,35.0,7.6,1,19.7,9.5,Beauty,credit card,no,Monsoon,Thu,62.7
ORD300298,56.0,3.5,9,19.4,2.3,Beauty,credit card,no,Winter,Tue,63.39
ORD300371,45.0,0.5,7,0.7,1.3,Sports,upi,yes,Winter,Sun,113.8
ORD301899,59.0,1.9,10,6.4,11.6,Electronics,upi,no,Winter,Sat,410.45
ORD301293,39.0,11.2,10,25.1,2.4,Electronics,credit card,no,Monsoon,Wed,382.7
ORD300266,43.0,7.8,11,20.299269776876265,9.3,Toys,credit card,yes,Monsoon,Wed,122.45
ORD303261,69.0,4.9,5,18.1,1.3,Home & Kitchen,wallet,no,Summer,Mon,121.63
ORD301784,21.0,4.8,6,13.0,11.7,Toys,credit card,no,Summer,Fri,28.45
ORD301029,20.0,5.933483606557377,5,23.6,1.3,Clothing,debit card,yes,Summer,Mon,116.74
ORD300519,61.0,2.7,13,22.3,10.4,Beauty,credit card,no,Summer,Wed,100.44
ORD302705,38.0,4.7,9,24.2,1.0,Clothing,debit card,no,Spring,Mon,91.41
ORD302446,48.0,8.3,12,20.299269776876265,16.9,Home & Kitchen,credit card,no,Summer,Fri,154.03
ORD302754,47.0,10.6,5,16.0,3.6,Clothing,wallet,no,Winter,Sun,79.46
ORD301914,62.0,6.5,3,29.5,7.5,Electronics,upi,no,Monsoon,Tue,221.4
ORD303705,60.0,0.5,4,4.9,6.6,Home & Kitchen,credit card,no,Winter,Thu,95.82
ORD304637,29.0,3.6,11,5.0,5.7,Sports,credit card,no,Spring,Sat,124.13
ORD301609,43.26208443809912,4.7,14,37.9,0.5,Home & Kitchen,credit card,no,Spring,Mon,112.85
ORD303765,35.0,9.4,13,2.9,5.0,Home & Kitchen,upi,no,Monsoon,Mon,220.14
ORD303236,28.0,0.2,11,39.1,0.1,Electronics,credit card,no,Winter,Sun,324.07
ORD300395,62.0,2.5,12,2.2,12.0,Electronics,debit card,no,Summer,Tue,530.21
ORD300094,29.0,3.6,7,28.6,13.3,Clothing,debit card,no,Winter,Thu,65.44
ORD304156,69.0,9.3,11,27.1,1.8,Home & Kitchen,wallet,no,Monsoon,Mon,149.82
ORD303770,44.0,1.1,3,26.5,0.3,Books,credit card,yes,Spring,Wed,5.0
ORD301785,68.0,2.4,3,26.9,13.9,Sports,wallet,no,Spring,Tue,56.94
ORD301983,26.0,0.9,11,11.3,18.3,Home & Kitchen,wallet,yes,Monsoon,Thu,172.65
ORD301936,32.0,10.0,12,10.5,8.5,Home & Kitchen,debit card,no,Summer,Sun,208.27
ORD300901,25.0,2.7,2,0.3,0.5,Sports,debit card,no,Summer,Sat,84.17
ORD303023,28.0,4.6,2,2.8,6.0,Electronics,upi,no,Winter,Fri,271.47
ORD303971,26.0,4.5,6,39.5,9.3,Clothing,upi,no,Summer,Fri,50.91
ORD304416,24.0,7.7,13,19.0,7.6,Sports,debit card,no,Summer,Wed,140.7
ORD303276,40.0,9.5,6,24.3,1.3,Books,upi,no,Monsoon,Thu,48.49
ORD304754,50.0,11.8,12,33.6,10.1,Beauty,credit card,no,Spring,Thu,73.72
ORD303228,18.0,11.9,13,39.0,4.5,Electronics,credit card,yes,Monsoon,Mon,399.21
ORD303386,66.0,6.7,11,12.9,11.3,Sports,wallet,no,Spring,Sun,153.13
ORD303354,55.0,9.2,2,30.2,25.0,Electronics,credit card,no,Monsoon,Sat,210.67
ORD300881,66.0,10.7,13,29.9,3.8,Clothing,wallet,no,Summer,Thu,137.59
ORD301431,28.0,3.3,6,39.6,0.6,Beauty,upi,no,Summer,Wed,46.68
ORD303104,43.26208443809912,6.3,12,8.2,16.5,Clothing,wallet,yes,Summer,Sat,151.14
ORD303055,53.0,0.2,1,1.6,0.6,Electronics,upi,no,Monsoon,Sun,241.87
ORD300112,23.0,11.8,11,0.7,7.3,Electronics,credit card,no,Summer,Sun,529.1
ORD302365,30.0,1.0,13,33.9,1.2,Electronics,credit card,no,Summer,Fri,379.68
ORD301321,43.0,11.5,3,29.5,9.8,Toys,credit card,no,Spring,Wed,80.1
ORD303368,39.0,11.2,12,39.9,12.4,Home & Kitchen,credit card,no,Winter,Fri,150.19
ORD302576,24.0,3.0,6,2.0,8.4,Home & Kitchen,upi,yes,Summer,Tue,135.99
ORD300947,66.0,6.4,3,4.0,6.7,Books,debit card,no,Winter,Fri,61.87
ORD304336,24.0,7.0,7,1.4,5.1,Electronics,credit card,no,Spring,Fri,393.99
ORD301587,55.0,4.6,11,2.8,1.8,Toys,upi,yes,Winter,Mon,130.32
ORD301177,67.0,3.9,6,31.4,16.8,Clothing,debit card,yes,Summer,Sat,85.33
ORD302641,23.0,1.2,13,30.7,14.8,Home & Kitchen,credit card,no,Monsoon,Mon,164.69
ORD303635,68.0,7.3,11,14.2,6.0,Home & Kitchen,credit card,yes,Summer,Thu,211.85
ORD302592,51.0,1.5,7,21.1,2.8,Electronics,debit card,no,Monsoon,Sat,298.15
ORD300630,43.0,2.5,11,33.2,16.4,Books,wallet,yes,Spring,Sat,44.87
ORD303801,59.0,11.2,3,1.4,2.0,Sports,upi,no,Monsoon,Thu,106.2
ORD304099,65.0,8.6,4,27.7,2.2,Electronics,upi,no,Winter,Thu,242.52
ORD303293,56.0,1.2,13,0.1,2.2,Electronics,debit card,no,Winter,Fri,568.21
ORD302683,42.0,7.7,1,31.5,10.3,Clothing,upi,yes,Monsoon,Thu,28.46
ORD301614,56.0,1.6,3,20.299269776876265,10.055118434603502,Clothing,credit card,no,Summer,Fri,72.92
ORD303395,49.0,5.933483606557377,2,27.4,14.5,Clothing,upi,yes,Spring,Sat,19.16
ORD303623,18.0,5.5,6,2.0,0.4,Toys,credit card,no,Winter,Fri,53.56
ORD302156,30.0,5.1,12,11.8,7.8,Electronics,wallet,yes,Monsoon,Wed,506.16
ORD301742,25.0,9.3,6,32.4,10.2,Books,credit card,yes,Summer,Sun,40.01
ORD303589,24.0,6.8,9,25.2,4.8,Beauty,wallet,no,Monsoon,Mon,81.6
ORD303501,39.0,11.4,14,6.6,29.8,Electronics,wallet,yes,Monsoon,Thu,574.07
ORD301877,22.0,7.1,11,38.3,12.6,Clothing,debit card,no,Winter,Tue,97.31
ORD303562,35.0,6.5,1,9.4,0.1,Beauty,debit card,no,Monsoon,Mon,41.03
ORD302089,64.0,2.6,5,22.5,2.5,Beauty,credit card,no,Monsoon,Tue,59.0
ORD304503,28.0,4.5,8,37.4,6.6,Electronics,credit card,yes,Summer,Fri,274.52
ORD302162,29.0,0.2,9,20.299269776876265,5.7,Electronics,upi,no,Summer,Mon,365.53
ORD304971,55.0,2.2,8,10.3,9.0,Toys,upi,no,Winter,Thu,40.56
ORD301923,41.0,6.6,7,6.0,6.2,Beauty,debit card,no,Spring,Tue,59.77
ORD300287,51.0,10.0,5,10.7,0.0,Home & Kitchen,upi,yes,Spring,Mon,173.73
ORD302976,66.0,0.1,14,5.9,0.7,Sports,debit card,no,Monsoon,Sat,165.71
ORD304383,59.0,10.6,12,2.8,12.5,Electronics,wallet,no,Spring,Sun,582.92
ORD303390,20.0,5.2,10,20.5,7.3,Home & Kitchen,wallet,yes,Summer,Tue,180.77
ORD302369,57.0,4.0,10,3.5,6.5,Sports,upi,no,Summer,Sat,117.16
ORD303714,56.0,5.933483606557377,13,21.6,12.6,Electronics,credit card,no,Winter,Sun,448.55
ORD303623,18.0,5.5,6,2.0,0.4,Toys,credit card,no,Winter,Fri,53.56
ORD301109,25.0,9.2,7,4.6,0.1,Clothing,wallet,no,Monsoon,Tue,97.36
ORD301224,46.0,2.8,4,16.1,11.7,Electronics,debit card,no,Summer,Sun,282.61
ORD302986,61.0,10.8,2,14.6,9.7,Clothing,credit card,yes,Monsoon,Thu,68.8
ORD303389,51.0,2.9,3,32.3,10.8,Home & Kitchen,credit card,no,Winter,Sat,71.6
ORD304798,24.0,8.8,2,35.0,2.0,Sports,debit card,yes,Spring,Wed,99.41
ORD300525,62.0,5.1,4,19.0,0.2,Beauty,wallet,no,Summer,Mon,58.68
ORD304635,55.0,5.5,2,16.7,11.5,Clothing,wallet,no,Summer,Sun,32.09
ORD304434,57.0,10.9,11,20.5,12.6,Books,debit card,yes,Monsoon,Mon,98.58
ORD303774,43.0,5.933483606557377,11,14.1,7.2,Beauty,debit card,no,Spring,Fri,106.5
ORD300506,49.0,0.9,3,2.6,6.7,Sports,credit card,no,Winter,Fri,47.62
ORD304942,46.0,3.5,6,6.0,1.4,Clothing,upi,yes,Winter,Thu,109.18
ORD302062,30.0,5.4,1,34.2,9.2,Home & Kitchen,upi,yes,Summer,Wed,83.14
ORD301223,18.0,0.9,11,1.3,0.5,Clothing,debit card,yes,Monsoon,Fri,119.98
ORD302444,23.0,3.6,9,17.4,11.5,Home & Kitchen,upi,yes,Monsoon,Tue,169.89
ORD303449,20.0,2.2,1,0.3,5.2,Electronics,credit card,yes,Winter,Thu,261.08
ORD302841,24.0,0.9,13,6.8,7.8,Sports,debit card,no,Summer,Sat,1678.1999999999998
ORD301695,49.0,9.4,13,17.5,8.0,Books,upi,no,Summer,Fri,63.39
ORD301449,42.0,5.933483606557377,3,30.2,1.4,Sports,debit card,no,Monsoon,Mon,54.57
ORD301626,66.0,8.0,13,21.3,5.7,Electronics,credit card,no,Spring,Sun,456.94
ORD301264,65.0,8.0,13,15.6,9.0,Toys,credit card,yes,Spring,Mon,112.76
ORD304461,49.0,1.1,8,13.1,7.4,Books,credit card,no,Monsoon,Fri,31.97
ORD300877,63.0,8.7,10,21.0,10.3,Toys,upi,no,Summer,Mon,99.68
ORD303504,22.0,3.9,4,33.6,1.2,Toys,upi,no,Spring,Mon,66.28
ORD303856,59.0,2.3,12,23.8,13.3,Sports,credit card,no,Winter,Tue,71.59
ORD300013,66.0,10.4,2,20.299269776876265,0.5,Toys,upi,no,Winter,Tue,59.55
ORD300481,38.0,2.3,12,23.1,2.5,Electronics,credit card,no,Winter,Fri,416.9
ORD303194,49.0,4.8,10,13.0,4.8,Toys,upi,yes,Summer,Wed,87.81
ORD304235,50.0,11.6,8,36.6,4.2,Clothing,debit card,yes,Spring,Tue,66.51
ORD304521,43.26208443809912,2.5,9,5.6,1.4,Clothing,credit card,no,Monsoon,Tue,98.6
ORD302424,57.0,3.7,1,14.8,26.9,Beauty,upi,no,Winter,Sat,42.26
ORD304403,26.0,7.2,3,1.6,10.055118434603502,Home & Kitchen,wallet,no,Summer,Sat,110.34
ORD303284,66.0,2.9,5,16.4,8.9,Beauty,upi,no,Spring,Fri,56.86
ORD304630,34.0,7.1,10,8.0,0.2,Books,wallet,yes,Monsoon,Tue,75.57
ORD300857,48.0,8.4,14,19.6,30.6,Electronics,credit card,yes,Monsoon,Thu,483.84
ORD302551,69.0,5.5,9,31.8,7.5,Beauty,credit card,no,Summer,Thu,35.05
ORD300046,45.0,7.2,10,30.4,3.6,Toys,credit card,no,Summer,Sun,17.16
ORD302314,27.0,10.5,2,25.6,0.0,Beauty,debit card,no,Spring,Thu,44.1
ORD303507,28.0,3.8,5,39.6,31.3,Toys,upi,yes,Summer,Thu,66.46
ORD302385,59.0,4.6,12,5.0,9.1,Beauty,credit card,no,Summer,Tue,78.42
ORD300899,56.0,10.9,9,7.9,48.0,Home & Kitchen,credit card,no,Spring,Sat,197.59
ORD301022,55.0,4.1,6,21.2,14.9,Sports,upi,no,Winter,Wed,47.9
ORD300232,69.0,4.1,6,2.1,5.2,Beauty,debit card,no,Summer,Sat,61.65
ORD300941,46.0,7.5,10,9.3,0.1,Home & Kitchen,debit card,yes,Spring,Sat,168.79
ORD304708,53.0,3.7,1,30.8,17.5,Electronics,upi,no,Spring,Mon,187.89
ORD304778,43.0,2.0,10,32.9,0.9,Electronics,debit card,no,Summer,Tue,317.25
ORD304920,42.0,9.1,4,38.8,0.9,Clothing,debit card,no,Monsoon,Sun,62.91
ORD303628,25.0,9.7,2,14.5,9.0,Electronics,upi,no,Monsoon,Mon,242.84
ORD303006,22.0,7.9,13,29.0,7.7,Beauty,debit card,no,Winter,Tue,71.45
ORD303659,40.0,7.3,3,13.1,8.5,Clothing,upi,no,Summer,Sat,104.65
ORD302221,64.0,0.8,6,12.6,23.9,Books,credit card,no,Winter,Tue,39.24
ORD301165,28.0,1.3,9,3.3,1.9,Electronics,debit card,no,Monsoon,Tue,455.71
ORD300204,23.0,5.6,2,29.3,3.8,Clothing,upi,no,Spring,Tue,72.02
ORD304144,67.0,8.1,4,9.2,20.3,Sports,upi,no,Spring,Wed,83.15
ORD304349,51.0,11.1,1,39.3,28.2,Books,upi,no,Summer,Mon,10.32
ORD304488,31.0,4.5,1,10.1,3.2,Electronics,upi,no,Winter,Thu,231.13
ORD301162,36.0,10.5,5,0.9,2.8,Beauty,debit card,no,Monsoon,Sat,97.07
ORD303859,26.0,7.4,1,21.4,5.6,Home & Kitchen,credit card,no,Winter,Wed,105.13
ORD302729,62.0,4.2,9,22.3,10.9,Beauty,debit card,yes,Spring,Wed,104.64
ORD301600,68.0,5.6,4,28.4,19.9,Electronics,upi,yes,Summer,Thu,243.0
ORD300086,62.0,1.7,5,28.0,4.7,Clothing,wallet,no,Monsoon,Wed,81.42
ORD301869,56.0,0.7,4,26.1,4.6,Home & Kitchen,debit card,no,Spring,Mon,111.17
ORD303904,34.0,4.2,7,8.6,7.0,Electronics,credit card,no,Summer,Fri,423.43
ORD303956,26.0,6.1,7,0.8,8.8,Beauty,credit card,no,Winter,Sat,57.62
ORD304362,51.0,4.0,6,20.8,23.7,Beauty,credit card,no,Monsoon,Thu,72.58
ORD300621,35.0,3.3,8,31.8,15.6,Books,credit card,no,Monsoon,Sat,23.78
ORD303481,63.0,8.8,10,9.1,12.4,Sports,wallet,no,Winter,Mon,166.85
ORD302872,34.0,10.0,13,26.1,6.7,Home & Kitchen,credit card,no,Winter,Sat,160.56
ORD304217,62.0,1.4,12,17.6,4.5,Books,wallet,no,Summer,Wed,33.66
ORD300364,38.0,8.2,1,24.7,0.8,Books,credit card,no,Summer,Tue,16.41
ORD302933,25.0,1.8,12,18.8,4.6,Clothing,upi,no,Spring,Thu,108.71
ORD304904,50.0,4.1,7,28.6,5.9,Home & Kitchen,upi,no,Winter,Fri,114.79
ORD301292,25.0,1.8,12,15.3,10.055118434603502,Clothing,credit card,yes,Summer,Tue,109.11
ORD303020,67.0,9.5,10,8.4,1.5,Sports,credit card,yes,Winter,Fri,149.46
ORD302989,47.0,2.9,10,35.4,5.4,Electronics,credit card,no,Monsoon,Fri,330.94
ORD303721,43.26208443809912,5.3,8,12.0,17.4,Clothing,credit card,no,Winter,Sun,80.47
ORD304504,52.0,8.8,1,36.8,8.4,Beauty,debit card,yes,Winter,Thu,37.98
ORD301036,30.0,5.8,5,20.299269776876265,5.1,Electronics,debit card,no,Summer,Sat,284.31
ORD304529,40.0,7.3,6,22.5,0.7,Clothing,credit card,no,Monsoon,Fri,67.61
ORD301653,26.0,6.4,10,36.5,14.6,Electronics,credit card,yes,Spring,Wed,319.07
ORD302869,54.0,2.9,8,18.5,8.7,Books,credit card,yes,Winter,Mon,55.81
ORD304815,38.0,0.5,3,0.2,0.3,Beauty,credit card,yes,Spring,Fri,72.16
ORD302694,65.0,3.6,6,1.3,3.9,Clothing,credit card,no,Winter,Sun,74.42
ORD302942,52.0,8.0,7,26.5,8.0,Electronics,credit card,no,Winter,Sun,304.52
ORD302905,31.0,6.7,2,38.2,7.0,Sports,wallet,no,Winter,Sun,60.75
ORD300220,36.0,3.8,13,29.0,2.7,Electronics,debit card,no,Summer,Mon,400.87
ORD302401,23.0,11.6,13,24.9,0.2,Electronics,credit card,no,Winter,Mon,443.39
ORD304091,25.0,4.1,4,0.0,0.9,Home & Kitchen,upi,no,Summer,Sun,137.36
ORD303952,53.0,10.2,4,37.4,0.3,Clothing,credit card,no,Summer,Tue,65.85
ORD303067,48.0,7.1,12,6.3,0.7,Clothing,upi,no,Monsoon,Mon,125.69
ORD303008,51.0,9.7,4,4.1,8.4,Home & Kitchen,debit card,no,Summer,Thu,163.78
ORD302007,44.0,8.3,3,26.8,4.7,Home & Kitchen,wallet,no,Summer,Fri,69.75
ORD302165,31.0,2.3,7,6.2,10.055118434603502,Books,wallet,yes,Monsoon,Thu,80.53
ORD300039,37.0,4.6,2,4.0,10.055118434603502,Clothing,wallet,yes,Monsoon,Sat,69.11
ORD301192,64.0,1.6,14,38.6,24.5,Electronics,debit card,no,Spring,Thu,338.78
ORD302858,61.0,0.7,8,22.2,0.8,Clothing,upi,no,Winter,Sun,75.0
ORD303492,34.0,9.3,10,6.1,9.5,Electronics,upi,yes,Summer,Tue,450.41
ORD300563,50.0,0.9,7,20.3,2.6,Beauty,credit card,no,Winter,Sat,80.21
ORD303552,38.0,7.1,14,24.9,4.3,Toys,wallet,yes,Monsoon,Wed,106.98
ORD302538,43.26208443809912,7.7,2,39.6,14.6,Home & Kitchen,credit card,no,Summer,Mon,88.23
ORD303995,61.0,7.7,9,38.8,31.3,Books,credit card,yes,Spring,Wed,59.64
ORD303788,67.0,1.0,8,18.5,15.3,Electronics,debit card,no,Spring,Thu,333.36
ORD303622,30.0,7.9,2,3.8,7.0,Clothing,debit card,no,Winter,Tue,49.53
ORD300522,57.0,11.2,13,25.8,17.5,Clothing,debit card,yes,Winter,Tue,116.79
ORD304079,38.0,7.3,14,33.2,5.6,Books,upi,no,Spring,Fri,59.63
